side,label,view,pretrain_wall_s,pretrain_last_loss,rmse_mean,rmse_sd,finetune_wall_s,slots_used,kl_to_uniform_bits,per_graph_entropy_bits_mean
A,A baseline (RandomView),"RandomView,RandomView",572.2068507000804,9.198404312133789,0.9068936670933421,0.12045636356083617,719.0430329999654,2,1.000003451766234,0.9847382569327713
C,C weighted (WeightedMMFFView),"WeightedMMFFView,WeightedMMFFView",435.6136896000244,8.739351272583008,0.9497751510026369,0.12387809142401324,702.496069899993,4,0.06674381247599219,-1.4428232973175173e-12
