side,label,view,pretrain_wall_s,pretrain_last_loss,rmse_mean,rmse_sd,finetune_wall_s,slots_used,kl_to_uniform_bits,per_graph_entropy_bits_mean
A,A baseline (RandomView),"RandomView,RandomView",15.129056000034325,11.990629196166992,0.9957736052631486,0.07123703539605417,69.6812700999435,2,1.000003451766234,0.9847382569327713
C,C weighted (WeightedMMFFView),"WeightedMMFFView,WeightedMMFFView",6.6005593000445515,11.990865707397461,1.2490442722758626,0.12543209454028703,78.70507130003534,4,0.0030783400958030354,1.5842014767296015
