side,label,view,pretrain_wall_s,pretrain_last_loss,rmse_mean,rmse_sd,finetune_wall_s,slots_used,kl_to_uniform_bits,per_graph_entropy_bits_mean
A,A baseline (RandomView),"RandomView,RandomView",293.790188999963,8.916610717773438,0.9231731920585281,0.10647193340246215,100.51397019997239,2,1.000003451766234,0.9847382569327713
C,C weighted (WeightedMMFFView),"WeightedMMFFView,WeightedMMFFView",85.12753359996714,8.904220581054688,0.9243095440239223,0.10549902697008746,115.76409889990464,4,0.0043987253040792176,1.1499236480561363
