side,label,view,pretrain_wall_s,pretrain_last_loss,rmse_mean,rmse_sd,finetune_wall_s,slots_used,kl_to_uniform_bits,per_graph_entropy_bits_mean
A,A baseline (RandomView),"RandomView,RandomView",24.314950199914165,11.990629196166992,0.8861391925306522,0.14490758426262657,77.63215769990347,2,1.000003451766234,0.9847382569327713
C,C weighted (WeightedMMFFView),"WeightedMMFFView,WeightedMMFFView",6.598874099901877,11.990865707397461,0.8860625659345329,0.14527039680228376,74.23956489993725,4,0.0030783400958030354,1.5842014767296015
