side,label,view,pretrain_wall_s,pretrain_last_loss,rmse_mean,rmse_sd,finetune_wall_s,slots_used,kl_to_uniform_bits,per_graph_entropy_bits_mean
A,A baseline (RandomView),"RandomView,RandomView",9.13205273800122,9.266990661621094,0.9536944267471185,0.09755072417634147,14.773055031000695,2,1.0000158499820335,0.9602312543612549
C,C weighted (top1 vs top2),"WeightedMMFFView,WeightedMMFFView",2.3461974780002492,9.266990661621094,0.9536944267471185,0.09755072417634147,14.643527080006606,4,0.14445845556311815,-1.4428232973175173e-12
